id,name,short_name,city_name,lat,long,url
331,Saint Be Bad,SBB,Saint-Benoît-du-Sault,46.4401732,1.3910407,
332,Section Badminton Amicale Laïque de Tardy,SBALT42,Saint-Étienne,45.4401467,4.3873058,
333,Soisy Bad Association,SBA,Soisy-sur-Seine,48.6502928,2.4490991,
334,Sénart Badminton,SB77,Combs-la-Ville,48.6646994,2.564877,
335,Sim'Bad,SB69,Simandres,45.6209924,4.8721067,
336,Super Bad,SB,Bordeaux,44.841225,-0.5800364,
337,Sochaux Badminton,SB,Sochaux,47.5138206,6.8303896,
338,SauBad,SB,Sauzet,43.9613,4.21135,
339,Sancerre Badminton,SB,Sancerre,47.3307251,2.8390333,
340,Sport Athletique Verdunois,SAV,Verdun,49.1589278,5.3867277,
341,Les Sass Du Volant,SASSBAD,Saint-Sever,43.757456,-0.574187,
342,Sport Athlétique St Florentais,SASFBAD,Saint-Florent-des-Bois,46.60941485,-1.33436985515171,
343,Société Aygulfoise Sports et Loisirs,SASEL,Saint-aygulf,43.3859229,6.7224304,
344,Sas Badminton,SASBAD24,Notre-Dame-de-Sanilhac,45.13292945,0.708036437627614,
345,Badminton Club St Avertin Sport,SAS,Saint-Avertin,47.3577,0.739923,
346,Sport Athlétique Médocain Omnisports Lesparre,SAMBAD,Lesparre-Médoc,45.3081854,-0.9379402,
347,Sam Badminton,SAMB,Moncoutant,46.7226127,-0.5871796,
348,S. A. Merignac Badminton,SAM33,Mérignac,44.8422361,-0.6469599,
349,Saint André de Cubzac Badminton,SACB,Saint-André-de-Cubzac,44.9954151,-0.4440957,
350,Saint Armel Badminton,SABAD,Saint-Armel,48.013868,-1.59303241709346,
351,Section Agnelaise de BAdminton,SABA,Agneaux,49.1165234,-1.114372,
352,Saint Affrique Badminton,SAB,Saint-Affrique,43.9580035,2.8866641,
353,Semur En Auxois Badminton,SAB,Semur-en-Auxois,47.4902149,4.3328705,
354,Sancy Artense Badminton,SAB,La Tour-d'Auvergne,45.5326791,2.6896574,
355,Summit Association Badminton,SAB,Hauteluce,45.7506448,6.5853758,
356,Stade Auxerrois,SA,Auxerre,47.7961287,3.570579,
357,Sports 13 Badminton,S13B,Velaux,43.5217717,5.2540649,
358,Saulnes Badminton Club,S.B.C.,Saulnes,49.532601,5.8231582,
359,Raquettes Vallon Ohlungen,RVO,Ohlungen,48.8106263,7.7001672,
360,Raquetteurs Volants Egletons,RVE,Égletons,45.4065225,2.045018,
361,Rennes Universites Club,RUC,Rennes,48.1113387,-1.6800198,
362,Reims Universite Club,RUC,Reims,49.2577886,4.031926,
363,R. S. St Cyr Sur Loire,RSSC,Saint-Cyr-sur-Loire,47.4052448,0.6658199,
364,Ruche Sportive Nouanaise Badminton,RSNBAD,Nouan-le-Fuzelier,47.5367202,2.0366111,
365,Red Star Mulhouse,RSM,Mulhouse,47.7494188,7.3399355,
366,Red Star Club Montreuillois,RSCM,Montreuil,50.4638918,1.7631125,
367,Red Star Club Champigny,RSCC,Champigny-sur-Marne,48.8137759,2.5107384,
368,RomaSauv'Bad,RSB,Romagné-St Sauveur des Landes,48.3330006,-1.3006371,
369,Romilly Sport 10,RS10,Romilly-sur-Seine,48.5195734,3.7264161,
370,Reims Métropole Badminton,RMB,Reims,49.2577886,4.031926,
371,Reveil Laique Pontivien,RLP,Pontivy,48.0647729,-2.9675702,
372,Recrea-gym,RG,Plaisance-du-Touch,43.5653012,1.2978343,
373,Ligue LA REUNION,REUN,Ste Clotilde,-20.89986085,55.4764432083876,
374,REC Badminton,REC,Rennes,48.1113387,-1.6800198,
375,Reims Europe Club Badminton,REC,Reims,49.2577886,4.031926,
376,Rhône Eyrieux Badminton Club 07,REBC07,Beauchastel,44.8250002,4.800277,
377,RACING CLUB DE FRANCE,RCF,Paris,48.8566101,2.3514992,
378,Raquette Club Beinheim,RCB,Beinheim,48.8632757,8.0844618,
379,Raquettes Club De Ballan,RCB,Ballan-Miré,47.3413214,0.6131325,
380,Rush Bad Fontaine-lès-Dijon,RBFD,Fontaine-lès-Dijon,47.3427432,5.0212315,
381,RIEDISHEIM BADMINTON CLUB,RBC,Riedisheim,47.7408594,7.3646258,
382,Riom Badminton Club,RBC,Riom,45.893068,3.1136667,
383,Reichshoffen Badminton Club,RBC,Reichshoffen,48.9335648,7.667539,
384,Rethel Badminton Club,RBC,Rethel,49.5091447,4.3666467,
385,Rosières Badminton Club,RBC,Rosières-en-Santerre,49.8135578,2.703013,
386,Re Badminton Club,RBC,Saint-Martin-de-Ré,46.2016893,-1.3681861,
387,Rioz Bad,RB,Rioz,47.4214355,6.0730901,
388,Rhuys Badminton,RB,Sarzeau,47.5287694,-2.7641997,
389,Régina Badminton,RB,Bégrolles-en-Mauges,47.1400787,-0.9390344,
390,Le Rush Aux Fées,RAF,Retiers,47.9128732,-1.3818706,
391,Racing Athlétic Club des Cheminots,RACC,Nantes,47.2186371,-1.5541362,
392,Rueil Athletic Club,RAC,Rueil-Malmaison,48.87778,2.1802832,
393,Philo-Volants d'Hag,PVH,Haguenau,48.8172236,7.7885978,
394,Les Poly-Volants de Fenain,PVF,Fenain,50.367,3.29915,
395,Petits Tamis Loriolais,PTL26,Loriol-sur-Drôme,44.7518413,4.822279,
396,Promo Sports Loisirs Alpes d'Azur FSGT,PSL,Nice,43.7009358,7.2683912,
397,Le Perche Senonchois Badminton,PSB,Senonches,48.5595325,1.0322607,
398,PSA Peugeot Citroën ACC Charleville,PSAACC,Charleville-Mézières,49.7735712,4.7206939,
399,PRO PATRIA,PRO.PATRIA,Maringues,45.9210457,3.328959,
400,Perpignan Roussillon Badminton,PRB,Perpignan,42.6985304,2.8953121,
401,Poule Minton Club,PMC,Pierre-de-Bresse,46.8829007,5.2608283,
402,Poona Montivilliers Bad.club,PMBC,Montivilliers,49.5452927,0.1918673,
403,Passy Mont Blanc,PMBB74,Passy,48.85715055,2.2567311894375,
404,Patronage Laïque Villette Paul Bert,PLVPBLYON,Lyon,45.7578137,4.8320114,
405,Patronages Laiques De Troyes,PLT,Troyes,48.2971626,4.0746257,
406,Patronage Laique Relecq-kerhuon,PLRK,Le Relecq-Kerhuon,48.4075514,-4.3965573,
407,Patronage Laique D'octeville,PLO,Octeville,49.6254784,-1.6448063,
408,Plm Badminton Conflans Ste Honorine,PLMC,Conflans-Sainte-Honorine,48.9938791,2.0949768,
409,Patronage Laique de Lorient,PLL,Lorient,47.7477336,-3.3660907,
410,Plestin Badminton,PLESTI,Plestin-les-Grèves,48.6546054,-3.6317207,
411,Pournoy La Chétive Badminton,PLCB,Pournoy-la-Chétive,49.0204772,6.1563509,
412,Plume Lauragaise,PL,Villefranche-de-Lauragais,43.4004663,1.7151072,
413,Plaimpied-Givaudins Badminton,PGBAD,Plaimpied-Givaudins,46.9980487,2.4550241,
414,Plumes En Folie De Serifontaine,PFS,Sérifontaine,49.3554483,1.7686195,
415,Plumes d'Ergue,PE,Ergué-Gabéric,47.9965297,-4.026792,
416,Ligue PAYS DE LA LOIRE,PDLL,Angers,47.4739884,-0.5515588,
417,Presqu'île Crozon Badminton,PCB,Crozon,48.2463989,-4.4894463,
418,La Plume De Charleville,PC,Charleville-Mézières,49.7735712,4.7206939,
419,Prole Badminton Saint Claude,PBSC,Saint-Claude,46.3877989,5.8641501,
420,Plaintel Badminton Club,PBC22,Plaintel,48.4088411,-2.8210576,
421,Pornichet Badminton Club,PBC,Pornichet,47.2613293,-2.3364238,
422,Poissy Badminton Club,PBC,Poissy,48.927439,2.0428293,
423,Phalsbourg Badminton Club,PBC,Phalsbourg,48.767098,7.2586207,
424,Phoenix Badminton Club,PBC,Feuquières-en-Vimeu,50.0609367,1.6095486,
425,Panazol Badminton Club,PBC,Panazol,45.8369971,1.3059422,
426,Prades Badminton,PB66,Prades,44.6382,4.3160861,
427,Pontarlier Badminton,PB25,Pontarlier,46.9040348,6.3546345,
428,Pradines Badminton,PB,Pradines,45.5087349,1.908523,
429,Pluvi'Bad,PB,Pluvigner,47.7770909,-3.0095755,
430,Plessis Badminton,PB,Le Plessis-Pâté,48.6116007,2.3256213,
431,Ploeucoise Badminton,PB,Ploeuc Sur Lie,48.34629875,-2.77031739925011,
432,Pantin Badminton,PB,Pantin,48.8965023,2.4019804,
433,Papillons du Bad,PAPS,Le Gosier,16.2072112,-61.4931309,
434,Les Plumes de l'Ardèche Nord,PAN07,Annonay,45.2399639,4.6675475,
435,Ligue PROVENCE-ALPES-COTE D'AZUR,PACA,Fos-sur-Mer,43.4380714,4.945595,
436,Pays d'Auge Badminton,PAB,Lisieux,49.1460831,0.2255168,
437,Plume Sportive Sanceenne,P2S,Saint-Julien-les-Villas,48.2721492,4.0979239,
438,Partage de Passions,P2P,Marseille,43.2961743,5.3699525,
439,Parthenay de Bretagne Badminton,P2B,Parthenay-de-Bretagne,48.192815,-1.8307019,
440,Offran'Vol Loisir,OVL,Offranville,49.8703506,1.0502415,
441,Omnia Sports De Sannois,OSS,Sannois,48.9717267,2.2568296,
442,Osm Sequedinois Badminton,OSMSB,Sequedin,50.6253159,2.9821639,
443,Omnisports Munic. Lommois Bad.,OSMLBAD,Lomme,50.64296765,2.99427127052773,
444,Omnibad Nord Est Anjou,ONEA,Vernantes-Allonnes-Longué,,,
445,Olympique de Grande-Synthe Badminton,OGSBAD,Grande-Synthe,51.0134813,2.3029972,
446,Omnisports Frouard Pompey Bad,OFPBAD,Frouard,48.7601755,6.1293789,
447,Outre Forêt Badminton Club,OFBC,Soultz-sous-Forêts,48.9374463,7.8842704,
448,Olympique Club Montalbanais,OCM,Montauban-de-Bretagne,48.1998838,-2.0462319,
449,Oc Gif Badminton,OCGBAD,Gif-sur-Yvette,48.7018823,2.134529,
450,Ligue OCCITANIE,OCCI,Narbonne,43.1837661,3.0042121,
451,Olympique Cabries Calas Bad.,OCCB,Cabriès,43.4411965,5.3798882,
452,OC Cesson-Sevigne Badminton,OCC,Cesson-Sévigné,48.1197799,-1.6038829,
453,Orthez Club Badminton,OCB,Orthez,43.4874963,-0.7738363,
454,Ô Bad Fertois,OBF,La Ferté-sous-Jouarre,48.9500674,3.1294221,
455,Orvault Badminton Club,OBC,Orvault,47.2711217,-1.623206,
456,Olympique Badminton Club Nimes,OBC,Nîmes,43.8374249,4.3600687,
457,Olympe Badminton Club,OBC,Toulouse,43.6044622,1.4442469,
458,Olympique Badminton Club Noumea,OBC,Noumea,-22.2745264,166.442419,
459,Olympique Baugeois Badminton,OBB,Baugé,47.5490746,-0.117747326483762,
460,OLEMPS BADMINTON CLUB,OBAD,Olemps,44.3386131,2.5541214,
461,Oberschaeffolsheim Badminton,OBAD,Oberschaeffolsheim,48.5861305,7.6488066,
462,L'Oasis -Association Culturelle et Sportive,OASIS,Saint-Cyr-l'École,48.799708,2.0672138,
463,Nice Universite Club Badminton,NUCBAD,Nice,43.7009358,7.2683912,
464,Nohanent Puy Valeix,NPV,Nohanent,45.808599,3.0554615,
465,Nozay Badminton,NOS,Nozay,47.5647285,-1.625472,
466,Ligue NORMANDIE,NORM,Vimoutiers,48.9297086,0.1970867,
467,Nantes Gigant Bad,NGB,Nantes,47.2186371,-1.5541362,
468,Badminton Club de Neufchateau,NEOBAD,Neufchâteau,49.8411765,5.4339147,
469,Nantes Est Club Badminton,NECB,Nantes,47.2186371,-1.5541362,
470,Nord Charente Badminton,NCB,Ruffec,46.6293868,1.1711946,
471,Ligue NOUVELLE CALEDONIE,NCAL,Noumea,-22.2745264,166.442419,
472,Noceen Badminton Club,NBC,Neuilly-sur-Marne,48.8642,2.53921,
473,Nailloux Badminton Club,NBC,Nailloux,43.3558921,1.6233628,
474,Nieppe Badminton Club,NBC,Nieppe,50.703612,2.8403065,
475,Nordon Badminton Club,NBC,Nancy,48.6937223,6.1834097,
476,Nemours Badminton Club,NBC,Nemours,48.268026,2.6953079,
477,Nozay Badminton Association,NBA,Nozay,47.5647285,-1.625472,
478,Ligue NOUVELLE-AQUITAINE,NAQU,Talence,44.8088438,-0.5879629,
479,Nort Athletic Club,NAC,Nort-sur-Erdre,47.4398626,-1.499037,
480,Nouvelle Association Badminton LAxou,NABLA,Laxou,48.6848709,6.1522232,
481,Méré Yvelines us BADminton,MYBAD,La Queue-les-Yvelines,48.8065092,1.7646761,
482,Montalieu-vercieu Badminton Club,MVBC38,Montalieu-Vercieu,45.8149313,5.403814,
483,Metz Saint Quentin Badminton,MSQB,Le Ban-Saint-Martin,49.122521,6.1511577,
484,Monbonnot St Martin Badminton,MSMB38,Montbonnot-Saint-Martin,45.2264498,5.80266,
485,MSL Sport Team,MSL,Meung-sur-Loire,47.8268972,1.6968055,
486,Montmagny-sports,MSBAD95,Montmagny,46.981892,-70.555916,
487,Muel Section Badminton 35,MSB35,Muel,41.4655156,-1.08578,
488,Maison Pour Tous Susville,MPTS38,Susville,44.9180779,5.7814435,
489,Maison Pour Tous Rivery,MPTR,Rivery,49.9005828,2.3216925,
490,M.p.t La Mede Badminton,MPTMB,La Mede,45.097858,8.735944,
491,Molsheim Olympique Club,MOC,Molsheim,48.5419351,7.4924679,
492,Club De Badminton De Verdun,MJCV,Verdun-sur-Garonne,43.8538889,1.2363889,
493,M. J. C. Saumur,MJCS,Saumur,47.25417435,-0.0661853886972667,
494,Maison des Jeunes et de la Culture Pays de Quintin,MJCPDQ,Quintin,48.4036054,-2.9112669,
495,MJC Badminton Villefranche de Lauragais,MJCBVL,Villefranche-de-Lauragais,43.4004663,1.7151072,
496,Mjc Boby Lapointe Villebon,MJCBL,Villebon-sur-Yvette,48.7000046,2.2276489,
497,Maison Jeunes Et De La Culture,MJC69,Givors,45.5844238,4.7696529,
498,Maison des Jeunes et de la Culture Lussac,MJC21,Lussac-les-Châteaux,46.4032478,0.7251565,
499,Maison Jeunes Culture Mauguio Carnon,MJC MC,Mauguio,43.6154825,4.0098366,
500,Mjc Anatole-france,MJAF38,Grenoble,45.1875602,5.7357819,
501,M.j.c Annonay,MJA07,Annonay,45.2399639,4.6675475,
502,MDMSA Badminton,MDMSA,Maromme,49.476737,1.0308208,
503,Morigny Champigny Bc,MCBC,Morigny-Champigny,48.4461337,2.1814129,
504,Monaco Badminton,MCBAD,Monaco,43.7311424,7.4197576,
505,Maurecourt Badminton Club Olympique,MBCO,Maurecourt,48.9975159,2.0625234,
506,Montbrison Badminton Club,MBC42,Montbrison,45.6072875,4.0627318,
507,Maure Badminton Club,MBC,Maure de Bretagne - Val d'Anast,47.89594575,-2.01119469347546,
508,Mundolsheim Badminton Club,MBC,Mundolsheim,48.6416216,7.7150066,
509,Montpellier Badminton Club,MBC,Montpellier,43.6112422,3.8767337,
510,Magenta Badminton Club,MBC,Magenta,45.4653931,8.8838429,
511,Mirande Badminton Club,MBC,Mirande,43.5143244,0.4041473,
512,Montauban Badminton Club,MBC,Montauban,44.0175835,1.3549991,
513,Mouroux Badminton Club,MBC,Mouroux,48.8213771,3.0375419,
514,Mougins Badminton Club,MBC,Mougins,43.6008898,6.9963543,
515,Miramont Badminton Club,MBC,Miramont-de-Guyenne,44.6042375,0.3593857,
516,MENS AN GO BADMINTON CLUB,MBC,Mensignac,45.2257567,0.5596149,
517,Martigné Bad Club,MBC,Martigné-sur-Mayenne,48.1937599,-0.664589,
518,Montigny Badminton Club,MBC,Montigny-en-Gohelle,50.4269,2.92988,
519,Miramas Badminton Club,MBC,Miramas,43.582733,5.0025809,
520,Mereau Badminton Club,MBC,Méreau,47.1788,2.0513,
521,Martres Badminton Club,MBC,Les Martres-de-Veyre,45.6843764,3.1903821,
522,Maisdon Badminton Club,MBC,Maisdon-sur-Sèvre,47.0972172,-1.3838618,
523,Mios-Biganos Badminton Club,MBBC,Mios,44.6045208,-0.9349464,
524,Morschwiller Berstheim Badminton,MBBAD,Morschwiller et BERSTHEIM,,,
525,Marseille Badminton Academy,MBA,Marseille,43.2961743,5.3699525,
526,Morsang S/orge Badminton,MB91,Morsang-sur-Orge,48.6641415,2.3527728,
527,Metz Badminton,MB,Metz,49.1196964,6.1763552,
528,Magny Badminton,MB,Magny-les-Hameaux,48.7378942,2.05510734277383,
529,Marly Bad,MB,Marly-la-Ville,49.0823913,2.5034402,
530,Marssac Badminton,MB,Marssac-sur-Tarn,43.9176823,2.0293467,
531,MontaBad,MB,Montamisé,46.6208411,0.421787,
532,Melorienne Badminton,MB,Saint-Méloir-des-Ondes,48.6380887,-1.9051339,
533,Mehun Badminton,MB,Mehun-sur-Yèvre,47.1462117,2.2214381,
534,Marsibad,MB,Saint-Mars-la-Réorthe,46.8625,-0.9244444,
535,Monter'Bad,MB,Monterblanc,47.7438832,-2.6798827,
536,Morez Badminton,MB,Morez,46.5270731,6.01616871446755,
537,Marguerittes Shuttlecock,MASH,Marguerittes,43.8629,4.45426,
538,Massy Athletic Sports,MAS,Massy,48.7312197,2.2713702,
539,Ligue MARTINIQUE,MART,Case-Pilote,14.6441334,-61.1373362,
540,Madrie Badminton,MADBAD,Val d'Hazey,49.1713708,1.31889863242822,
541,Martigues Badminton Club,MABC,Martigues,43.4057279,5.0548176,
542,Les Volants Verdunois,LVV,Verdun-sur-Garonne,43.8538889,1.2363889,
543,Les Volants du Val,LVV,Moult,49.11299185,-0.170033184661082,
544,Le Volant Salanquais,LVS,Torreilles,42.7548029,2.992913,
545,Le Volant Sapien,LVS,Le Sap,48.886784,0.335336590904767,
546,Les Volants Solognots,LVS,Soings-en-Sologne,47.413065,1.5245611,
547,Les Volants de Précy,LVPO,Précy-sur-Oise,49.2062234,2.3699416,
548,Les Volants Préautais,LVP,Préaux,45.1869597,4.029327,
549,Le Volant Pomerolais,LVP,Pomerol,44.9311234,-0.1999904,
550,Le Volant Pïen,LVP,Wignehies,50.013991,4.0040972,
551,Les Volants de la Mivoie,LVM,Amfreville-la-Mi-Voie,49.4068,1.12356,
552,Le Volant Mornacais,LVM,Mornac,45.6798875,0.2727196,
553,Les Volants Mirecurtiens,LVM,Mirecourt,48.3005302,6.1312974,
554,Les Volants La Richois,LVLR,La Riche,48.8912165,6.6294817,
555,Les Volants de Lagny-sur-Marne / Montévrain,LVLM77,Lagny-sur-Marne / Montévrain,,,
556,Les Volants de la Garonne,LVLG,Fenouillet,42.7919903,2.3802867,
557,Le Volant Libercourtois,LVL,Libercourt,50.4823,2.99905,
558,Les Volants Leersois,LVL,Leers,50.6808,3.23902,
559,Les Volants Landreciens,LVL,Landrecies,50.1250142,3.6913023,
560,Le Volant De Juvisy,LVJ,Juvisy-sur-Orge,48.6904063,2.373809,
561,Les Volants Joviciens,LVJ,Jouy-le-Potier,47.7466933,1.8094729,
562,Le Volant Hagetmautien,LVH,Hagetmau,43.65506,-0.59393,
563,Le Volant Gannatois Badminton,LVGB,Gannat,46.0996068,3.1995251,
564,Le Volant Gigeannais,LVG,Gigean,43.5008343,3.7108476,
565,Le Volant Guémenois,LVG,Guémené-sur-Scorff,48.0658593,-3.2027629,
566,Les Volants de la Fillière,LVF74,Groisy,46.0164774,6.171294,
567,Les Volants d'Elancourt,LVE,Élancourt,48.7681182,1.949352,
568,Le Volant Enchanteur,LVE,Montfort,43.7952778,0.8247222,
569,Les Volants de Noblat,LVDN,Saint-Léonard-de-Noblat,45.8377349,1.4924586,
570,Les Volants De Chaville,LVDC,Chaville,48.8086915,2.1883487,
571,Les Volants de Calvisson,LVDC,Calvisson,43.7853458,4.1900505,
572,Le Volant Dingue,LVD,Saint-Sulpice-Laurière,46.048709,1.4794713,
573,Les Volants De Cergy,LVC,Cergy,49.0527528,2.0388736,
574,LE VOLANT CHAPELLOIS,LVC,La Chapelle-des-Fougeretz,48.178029,-1.7341152,
575,Le Volant Calonnois,LVC,Calonne-Ricouart,50.4894092,2.4844818,
576,Les Volants du Boischaut Nord,LVBN,Écueillé,47.0841737,1.3459979,
577,Le Volant Bourgetain,LVB73,Le Bourget-du-Lac,45.6470041,5.8595715,
578,La Verpilliere Badminton,LVB38,La Verpillière,45.632836,5.1473108,
579,Les Volants Barpais,LVB,Le Barp,44.6063662,-0.7697752,
580,Le Volant Buissonnais,LVB,Le Buisson-de-Cadouin,44.8456284,0.9082579,
581,Le Volant Bouillantais,LVB,Bouillante,16.1319557,-61.7699572,
582,Les Volants Baventais,LVB,Bavent,49.2308126,-0.1914999,
583,La Vaillante Autun - Badminton compétition,LVAB,Autun,46.9510313,4.2989478,
584,Le Volant de l'Alagnon,LVA15,Massiac,45.2513583,3.1990713,
585,LE VOLANT AIROIS,LVA,Aire-sur-la-Lys,50.6395937,2.4000602,
586,Les Volants Agogo,LVA,Agonac,45.29233,0.74936,
587,Le Volant Ardentais,LVA,Ardentes,46.7422328,1.8320589,
588,Les Volants D'albret,LVA,Nérac,44.1353979,0.3392503,
589,Le Volant Agyle,LVA,Saint-Ay,47.8606378,1.7535422,
590,Les Volants de la Cisse,LV6,Pocé-sur-Cisse,47.4432628,0.991226,
591,LUC Badminton - Lille Métropole,LUCBLM,Lille,50.6305089,3.0706414,
592,Les Toqués du Volant,LTV,Pont de Roide-Vermondans,47.3864496,6.7690738,
593,Lagord Tennis Squash,LTS,Lagord,46.1864,-1.15144,
594,Les Sardines Volantes,LSV,Douarnenez,48.0944459,-4.3311243,
595,Lisle sur Tarn Badminton,LSTBAD,Lisle-sur-Tarn,43.8529903,1.8102982,
596,Les Sternes de Ploubaz,LSP,Ploubazlanec,48.800878,-3.032721,
597,Loisirs Sports Initiatives - section Badminton,LSI,Le Pouzin,44.7555185,4.7485628,
598,Leopard Saint Georges Badminton,LSGB,St Georges Groseillers,48.7696,-0.566808,
599,Levallois Sporting Club,LSC,Levallois-Perret,48.8951087,2.2873009,
600,Lasseube Badminton,LSB64,Lasseube,43.2220547,-0.4796795,
601,Les Raquetteurs Tonneinquais,LRT,Tonneins,44.3905556,0.3091667,
602,Les Raquettes Cognacaises,LRC,Saint-Brice,48.5679822,3.3254721,
603,Les Plumes Varzecoises,LPV,Saint-Évarzec,47.9367647,-4.0217135,
604,Les Plumes Volantes,LPV,Saint-Erblon,48.01945725,-1.6551109551618,
605,Les Plumes Vendarguoises,LPV,Vendargues,43.6568263,3.9687448,
606,La Plume et le Volant,LPV,Châteaurenard,43.8820448,4.85568,
607,La Plume Tourangelle St Georges,LPTSG,Saint-Georges-sur-Cher,47.3258694,1.1304784,
608,La Plume Du Tampon,LPT,Le Tampon,-21.2776484,55.5157955,
609,La Plume Toulougienne,LPT,Toulouges,42.6700342,2.8319821,
610,Le Poix Plume,LPP,Poix-Terron,49.6493699,4.640235,
611,Les Plumes Oléronaises,LPO17,Saint-Pierre-d'Oléron,45.9437695,-1.3061227,
612,La Plume Montmelianaise,LPM73,Montmélian,45.5014876,6.0536635,
613,Les Plumes Langonnaises Badminton,LPLB,Langon,44.5530659,-0.2449274,
614,La Plume Louvernéenne,LPL53,Louverné,48.1214342,-0.7174,
615,Les Plumes Lormontaises,LPL,Lormont,44.8791708,-0.5216683,
616,Les Plumes Lavalloises,LPL,Laval,48.0710377,-0.7723499,
617,La Plume de Gallardon,LPG28,Gallardon,48.5243351,1.6896881,
618,La Plume Guyanaise,LPG,Cayenne,4.9371143,-52.3258307,
619,Les Plum'Eure de Jouy-Saint Prest,LPEJSP,Jouy-Saint Prest,,,
620,Les Plumes Duclairoises,LPD,Duclair,49.482563,0.8754968,
621,La Plume des Achards,LPA,La Chapelle-Achard,46.58478575,-1.66131994251651,
622,Longpont Omnisport,LOS,Longpont-sur-Orge,48.64262,2.2919546,
623,Loisir Oison Badminton,LOB,La Saussaye,49.2555228,0.9787365,
624,Les Nuages De Plumes De Champlan,LNPC,Champlan,48.7073405,2.2758626,
625,Le Neubourg Badminton Club,LNBC,Le Neubourg,49.1504011,0.9063699,
626,LINNAM,LN,Paris,48.8566101,2.3514992,
627,Les Manchots de la rade,LMR,Brest,48.3905283,-4.4860088,
628,Labastide-Murat Badminton Club,LMBC46,COEUR DE CAUSSE,44.6441603,1.55428335784168,
629,LE MANS BADMINTON,LMB,Le Mans,48.0073498,0.1967379,
630,League Miler Athletic,LMA45,Meung-sur-Loire,47.8268972,1.6968055,
631,Leo Lagrange Nantes,LLN,Nantes,47.2186371,-1.5541362,
632,La Ligugéenne de Badminton,LLB,Ligugé,46.5201627,0.3325911,
633,L'Inter'Val,LIV,Plélan-le-Grand,48.0023864,-2.1003629,
634,Ligue ILE DE FRANCE,LIFB,Paris,48.8566101,2.3514992,
635,La Gauloise de Trinité,LGT,Le Robert,43.6579039,0.1699464,
636,Les Fous du Volant Montilien,LFVM,Monteux,44.0349281,4.9968733,
637,Les Fous du Volant,LFVK,Kervignac,47.7635947,-3.2388668,
638,Les Fous du Volant Bray sur Somme,LFVBS,Bray-sur-Somme,49.9401904,2.717493,
639,Les Fous du Volant Paris,LFV75,Paris,48.8566101,2.3514992,
640,Ass  Les Fous Du Volant,LFV04,Forcalquier,43.9585575,5.780446,
641,Le Fouette Isberguois,LFI,Isbergues,50.6211244,2.4574631,
642,Les Fous du Volant Requista,LFDVR,Réquista,44.0332202,2.5362291,
643,Les Fous Du Volant Nexonnais,LFDVN,Nexon,45.6781476,1.1867578,
644,Les Fous du Volant Golfech,LFDV82,Golfech,44.1147222,0.8519444,
645,Les Fous Du Volant St Julien -ASCDG,LFDV74,Saint-Julien-en-Genevois,46.1444789,6.0812467,
646,Les Fous Du Volant La Fouillouse,LFDV42,La Fouillouse,45.5002145,4.3203978,
647,Les Fous Du Volant Vinay,LFDV38,Vinay,45.2098594,5.4021207,
648,Les Fous Du Volant St Berthevin,LFDV1,Saint-Berthevin,48.0690907,-0.8290936,
649,Les Fous Du Volant Tulle,LFDV,Tulle,45.2678158,1.7706904,
650,Les Fous du Volant,LFDV,Gy,4.88732,-58.9398798968075,
651,Les Fous du Volant,LFDV,Saint-Denis,48.935773,2.3580232,
652,Les Fous Du Volant Chinon,LFDV,Chinon,47.1667182,0.2402095,
653,Les Fous du Volant Cransacois,LFC12,Cransac,44.5247252,2.2810378,
654,Le Fun  Club,LFC,St Louis,38.6272733,-90.1978889,
655,Badminton Biars Bretenoux,LES3B,Biars-sur-Cère,44.9272061,1.8451434,
656,Les Ecureuils de Péronne,LEP,Péronne,49.9289578,2.9321899,
657,Le Cellier Ligné Union Badminton,LECLUB,Le Cellier - Ligné,47.3879416,-1.3656194,
658,Dauphinoise De Coublevie,LDCB38,Coublevie,45.3558251,5.616002,
659,LES DOUAI DU BAD,LDB,Douai,50.3703683,3.0761377,
660,Langeais Cinq Mars Badminton,LCM,Langeais,47.34762795,0.363223727864462,
661,Loisirs Cooperatifs Havrais,LCH,Le Havre,49.4938975,0.1079732,
662,Loisirs et culture Bretteville/odon,LCBO,Bretteville-sur-Odon,49.1705071,-0.4129088,
663,La Ciotat Badminton,LCB,La Ciotat,43.1758591,5.6062495,
664,Les Bad's de Nancray,LBN,Nancray,47.2448,6.1806,
665,Les Bramentombes,LBMT,La Souterraine,46.2383347,1.4861387,
666,Limoux Badminton Haute-Vallée,LBHV,Limoux,43.0538068,2.2176533,
667,Les Loustic'bad Glazik,LBG,Briec,48.1019452,-3.999718,
668,Le Badminton Guénangeois,LBG,Guénange,49.2978357,6.1960648,
669,Leforest Badminton Club,LBCL,Leforest,50.4388,3.0588,
670,Laudon Badminton Club Saint Jorioz,LBC74,Saint-Jorioz,45.8337282,6.1639807,
671,Laon Badminton Club,LBC,Laon,49.564665,3.620686,
672,Lamballe Badminton Club,LBC,Lamballe,48.46244615,-2.51650229207986,
673,Longuenesse Badminton Club,LBC,Longuenesse,50.7371,2.24833,
674,Le Badminton Crechois,LBC,Crêches-sur-Saône,46.2462758,4.7868257,
675,Lunéville Badminton Club,LBC,Lunéville,48.5916164,6.4919563,
676,Lapwent Badminton Club,LBC,Pointe-à-Pitre,16.2408636,-61.5334077,
677,Lailly Badminton Club,LBC,Lailly-en-Val,47.7709886,1.6895989,
